,MSZoning,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,Functional,GarageType,SaleType,SaleCondition,Street,LotShape,HouseStyle,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,GarageFinish,GarageQual,GarageCond,PavedDrive,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
205,3,3,4,0,7,0,2,0,1,1,11,12,6,5,5,4,0.0,3.0,5.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,50,60.0,9084,5,6,1941,1950,1941.0,236,380,0,616,616,495,0,1111,0,1,1,0,3,1,5,0,0.0,1,200,48,0,0,0,0,0,0,3,2008,95000
206,3,3,1,0,14,4,2,0,3,1,3,5,6,1,8,4,0.0,1.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,2.0,2.0,20,70.98846960167715,20781,7,7,1968,2003,1968.0,297,68,1203,1568,2156,0,0,2156,0,0,2,0,3,1,9,1,1.0,2,508,0,80,0,290,0,0,0,6,2006,262500
207,3,3,0,0,5,2,2,0,1,1,11,12,6,1,8,4,0.0,3.0,0.0,0.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,60,80.0,10400,7,5,1998,1998,1998.0,0,0,866,866,866,913,0,1779,0,0,2,1,3,1,6,0,0.0,2,546,198,36,0,0,0,0,0,3,2009,197900
208,3,3,1,0,11,2,2,0,1,1,5,5,6,1,8,4,0.0,2.0,7.0,0.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,80,70.98846960167715,9947,7,5,1990,1991,1990.0,611,0,577,1188,1217,0,0,1217,1,0,2,0,3,1,6,0,0.0,2,497,168,27,0,0,0,0,0,6,2009,173000
209,3,3,4,0,12,2,2,0,1,1,11,12,6,5,8,4,0.0,2.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,20,70.98846960167715,8475,4,7,1956,1956,1956.0,228,0,724,952,952,0,0,952,0,0,1,0,2,1,4,0,0.0,1,283,0,0,0,0,0,0,0,4,2008,135750
210,4,3,4,0,17,2,2,1,1,1,0,0,6,5,8,4,0.0,3.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,3.0,0.0,0.0,2.0,190,69.0,9142,6,8,1910,1950,1910.0,0,0,1020,1020,908,1020,0,1928,0,0,2,0,4,2,9,0,0.0,1,440,0,60,112,0,0,0,0,4,2006,137000
211,3,2,4,2,4,2,2,0,5,6,8,9,6,1,8,4,0.0,3.0,3.0,0.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,40,70.98846960167715,23595,7,6,1979,1979,1979.0,1258,0,74,1332,1332,192,0,1524,2,0,0,1,0,1,4,1,1.0,2,586,268,0,0,0,0,0,0,4,2010,260000
212,3,3,4,0,11,2,2,2,1,1,8,9,6,1,8,4,0.0,2.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,90,55.0,12640,6,5,1976,1976,1976.0,936,396,396,1728,1728,0,0,1728,0,0,2,0,4,2,8,0,0.0,2,574,40,0,0,0,0,0,0,7,2006,150900
213,3,3,0,0,12,2,2,0,1,1,5,5,6,5,0,0,0.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,20,60.0,7350,5,7,1951,1951,1951.0,852,0,100,952,952,0,0,952,1,0,1,0,2,1,4,0,0.0,2,840,0,0,0,0,0,0,0,6,2008,139000
214,3,3,4,0,11,2,2,0,1,1,8,9,6,1,8,4,0.0,3.0,7.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,80,76.0,9880,6,6,1977,1977,1977.0,522,0,574,1096,1118,0,0,1118,1,0,1,0,3,1,6,1,1.0,1,358,203,0,0,0,0,576,0,7,2008,171000
215,3,3,4,0,23,2,2,0,3,1,11,12,6,3,8,4,0.0,2.0,0.0,1.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,60,88.0,12665,8,5,2005,2006,2005.0,0,0,1094,1094,1133,1349,0,2482,0,0,2,1,4,1,9,1,1.0,3,642,144,39,0,0,0,0,0,2,2007,281213
216,3,3,4,0,12,2,2,0,1,1,8,9,6,1,8,4,0.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,20,70.98846960167715,9500,6,5,1963,1963,1963.0,609,0,785,1394,1394,0,0,1394,1,0,1,1,3,1,6,2,2.0,2,514,0,76,0,0,185,0,0,7,2009,159000
217,1,3,0,0,21,2,2,4,1,1,11,12,6,1,6,5,0.0,3.0,3.0,0.0,2.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,120,47.0,4230,7,5,2006,2007,2006.0,0,0,1352,1352,1352,0,0,1352,0,0,2,0,2,1,5,1,1.0,2,466,0,241,0,0,0,0,0,4,2007,208900
218,3,3,4,0,5,2,2,0,1,1,11,12,6,1,6,5,0.0,2.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,86.0,11210,7,5,2005,2006,2005.0,20,0,1594,1614,1614,0,0,1614,0,0,2,0,3,1,7,0,0.0,3,865,144,59,0,0,0,0,0,7,2006,221500
219,3,3,4,0,11,2,2,0,1,1,8,9,6,5,8,4,0.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,20,75.0,10125,6,6,1977,1977,1977.0,641,279,276,1196,1279,0,0,1279,0,1,2,0,3,1,6,2,2.0,2,473,238,83,0,0,0,0,0,2,2008,171500
220,3,3,0,0,12,2,2,0,1,1,3,3,6,1,8,4,0.0,2.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,20,70.98846960167715,11425,5,6,1954,1954,1954.0,486,0,522,1008,1008,0,0,1008,0,0,1,0,2,1,4,1,1.0,1,275,0,0,120,0,0,0,0,7,2006,137000
221,4,3,4,0,17,0,2,0,1,1,13,14,6,5,8,4,0.0,3.0,3.0,0.0,1.0,2.0,1.0,3.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,30,56.0,8960,5,6,1927,1950,1927.0,0,0,1008,1008,1028,0,0,1028,0,0,1,0,2,1,5,1,1.0,2,360,0,0,130,0,0,0,0,3,2010,115000
222,3,1,4,0,23,2,2,0,3,1,11,12,6,1,8,4,0.0,2.0,3.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,20,89.0,12898,9,5,2007,2008,2007.0,1022,0,598,1620,1620,0,0,1620,1,0,2,0,2,1,6,1,1.0,3,912,228,0,0,0,0,0,0,9,2009,315500
223,3,3,4,0,8,2,2,0,1,1,11,12,6,3,8,4,0.0,2.0,7.0,0.0,1.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,80,70.98846960167715,7750,7,5,2000,2000,2000.0,250,0,134,384,774,656,0,1430,0,0,2,1,3,1,7,1,1.0,2,400,180,0,0,0,0,0,0,4,2010,180000
224,1,3,4,0,21,2,2,4,1,1,11,12,6,1,6,5,0.0,2.0,3.0,0.0,2.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,120,35.0,4274,7,5,2006,2007,2006.0,1106,0,135,1241,1241,0,0,1241,1,0,1,1,1,1,4,0,0.0,2,569,0,116,0,0,0,0,0,11,2007,199900
225,4,3,0,0,3,2,2,0,1,1,12,13,6,5,8,4,0.0,3.0,4.0,0.0,1.0,2.0,4.0,3.0,2.0,0.0,3.0,0.0,0.0,4.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,45,51.0,6120,7,8,1929,2001,1929.0,0,0,832,832,854,0,0,854,0,0,1,0,2,1,5,0,0.0,2,576,48,112,0,0,0,0,0,7,2007,132000
226,3,3,4,0,7,0,2,0,3,1,12,13,6,1,8,4,0.0,3.0,3.0,1.0,1.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,20,60.0,9060,5,6,1957,2006,1957.0,0,0,0,0,1340,0,0,1340,0,0,1,0,3,1,7,1,1.0,1,252,116,0,0,180,0,0,0,6,2007,120000
227,3,3,4,0,17,2,2,0,1,1,7,7,6,1,8,4,0.0,3.0,4.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,45,55.0,5500,4,6,1956,1956,1956.0,0,0,882,882,882,0,0,882,0,0,1,0,1,1,4,0,0.0,0,0,0,0,0,0,0,0,0,4,2007,103200
228,4,3,4,0,3,2,2,0,1,1,12,13,6,5,8,4,0.0,3.0,5.0,0.0,1.0,2.0,5.0,3.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,50,52.0,6240,6,6,1934,1950,1934.0,0,0,816,816,816,0,360,1176,0,0,1,0,3,1,6,1,1.0,2,528,112,0,0,0,0,0,400,9,2006,114500
229,3,2,4,1,11,2,2,0,1,1,5,5,6,1,8,4,0.0,2.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,20,70.98846960167715,8885,5,5,1983,1983,1983.0,301,324,239,864,902,0,0,902,1,0,1,0,2,1,5,0,0.0,2,484,164,0,0,0,0,0,0,6,2006,131000
230,3,3,4,0,5,2,2,0,1,1,11,12,6,5,8,4,0.0,3.0,3.0,0.0,1.0,3.0,5.0,2.0,3.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,20,60.0,8072,5,5,1994,1995,1994.0,746,0,244,990,990,0,0,990,1,0,1,0,3,1,5,0,0.0,2,480,0,64,0,0,0,0,0,5,2009,138000
231,4,3,4,0,2,2,2,4,1,1,5,5,6,5,8,4,0.0,3.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,160,21.0,1680,6,3,1971,1971,1971.0,358,0,125,483,483,504,0,987,0,0,1,1,2,1,5,0,0.0,1,264,0,0,0,0,0,0,0,8,2008,89500
232,3,3,4,0,16,2,2,0,3,1,11,12,6,3,6,5,0.0,3.0,0.0,2.0,3.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,60,104.0,13518,9,5,2008,2009,2008.0,0,0,1926,1926,1966,1174,0,3140,0,0,3,1,4,1,11,2,2.0,3,820,144,78,0,0,0,0,0,7,2009,485000
233,3,1,1,0,8,2,2,0,3,1,11,12,6,1,6,5,0.0,2.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,50.0,14859,7,5,2006,2006,2006.0,0,0,1670,1670,1670,0,0,1670,0,0,2,0,3,1,7,1,1.0,3,690,144,60,0,0,0,0,0,8,2006,240000
234,3,3,4,0,17,2,2,0,3,1,10,11,6,5,8,4,0.0,3.0,3.0,0.0,1.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,30,60.0,10800,5,6,1920,1950,1920.0,821,0,299,1120,1130,0,0,1130,1,0,1,0,2,1,5,1,1.0,2,720,229,0,0,0,0,0,0,6,2006,120000
235,3,3,4,0,19,2,2,0,1,1,8,9,6,5,8,4,0.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,20,71.0,7064,5,6,1977,1977,1977.0,560,0,420,980,980,0,0,980,0,0,1,0,3,1,6,0,0.0,2,484,192,0,0,0,0,0,0,7,2009,135000
236,3,3,0,0,12,2,2,0,3,1,7,7,6,1,8,4,0.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,20,70.98846960167715,10920,6,5,1960,1960,1960.0,733,0,520,1253,1253,0,0,1253,1,0,1,1,2,1,5,1,1.0,1,352,0,213,176,0,0,0,0,5,2008,157000
237,3,3,0,0,12,2,2,0,1,1,11,9,6,1,8,0,0.0,2.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,4.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,20,70.98846960167715,15870,5,5,1969,1969,1969.0,75,791,230,1096,1096,0,0,1096,1,0,1,0,3,1,6,0,0.0,1,299,240,32,0,0,0,0,0,3,2006,138800
238,4,3,4,0,17,2,2,0,1,1,0,0,6,5,0,0,0.0,3.0,0.0,0.0,1.0,2.0,4.0,3.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,70,34.0,4571,5,5,1916,1950,1916.0,0,0,624,624,624,720,0,1344,0,0,1,0,4,1,7,0,0.0,3,513,0,0,96,0,0,0,0,5,2008,98000
239,4,3,4,0,17,2,2,0,1,1,12,13,6,5,8,4,0.0,3.0,5.0,0.0,1.0,2.0,5.0,3.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,50,70.98846960167715,5700,7,7,1926,1950,1926.0,0,0,572,572,572,539,0,1111,0,0,1,0,2,1,5,1,1.0,1,288,0,0,176,0,0,0,0,8,2008,116900
240,3,3,4,0,14,6,2,0,1,1,8,9,6,1,0,0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,20,82.0,11880,7,5,1978,1978,1978.0,704,0,567,1271,1601,0,0,1601,0,0,2,0,3,1,7,1,1.0,2,478,0,0,0,0,0,0,0,4,2009,157000
241,3,3,4,0,16,2,2,0,3,1,11,12,6,1,6,5,0.0,2.0,3.0,2.0,3.0,2.0,5.0,2.0,2.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,20,100.0,12919,9,5,2009,2010,2009.0,2188,0,142,2330,2364,0,0,2364,1,0,2,1,2,1,11,2,2.0,3,820,0,67,0,0,0,0,0,3,2010,611657
242,3,3,4,0,13,2,2,4,1,1,8,9,6,1,8,4,0.0,2.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,120,70.98846960167715,4928,6,6,1976,1976,1976.0,958,0,0,958,958,0,0,958,0,0,2,0,2,1,5,0,0.0,2,440,0,60,0,0,0,0,0,10,2009,143750
243,3,3,4,0,16,2,2,0,1,1,11,12,6,1,8,4,0.0,2.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,85.0,10655,8,5,2003,2004,2003.0,1124,479,1603,3206,1629,0,0,1629,1,0,2,0,3,1,7,1,1.0,3,880,0,0,0,0,0,0,0,10,2009,284000
244,3,0,4,0,6,2,2,0,1,1,3,10,6,5,8,4,0.0,3.0,5.0,0.0,1.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,50,57.0,7558,6,6,1928,1950,1928.0,0,0,896,896,1172,741,0,1913,0,0,1,1,3,1,9,1,1.0,2,342,0,0,0,0,0,0,0,3,2009,177000
245,3,3,1,0,15,2,2,0,3,1,11,12,6,1,8,4,0.0,1.0,0.0,1.0,2.0,2.0,5.0,2.0,3.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,60,52.0,46589,8,7,1994,2005,1994.0,1361,180,88,1629,1686,762,0,2448,1,0,2,1,4,1,8,1,1.0,3,711,517,76,0,0,0,0,0,7,2009,402000
246,3,3,4,0,4,2,2,0,3,1,8,9,6,1,8,4,0.0,3.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,60,83.0,10005,7,5,1977,1977,1977.0,392,0,768,1160,1156,866,0,2022,0,0,2,1,4,1,8,1,1.0,2,505,288,117,0,0,0,0,0,3,2008,192000
247,1,3,4,0,21,2,2,3,1,1,7,7,6,5,8,4,0.0,3.0,0.0,0.0,2.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,160,24.0,2544,7,5,2005,2005,2005.0,0,0,600,600,520,623,80,1223,0,0,2,1,2,1,4,0,0.0,2,480,0,166,0,0,0,0,0,7,2006,147400
248,3,1,0,0,23,2,2,0,1,1,11,12,6,1,6,5,0.0,2.0,0.0,0.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,60,83.0,13159,7,5,2009,2009,2009.0,0,0,846,846,846,846,0,1692,0,0,2,1,3,1,6,0,0.0,2,650,208,114,0,0,0,0,0,7,2009,224500
249,0,3,4,0,9,2,2,0,1,1,0,0,6,5,8,0,0.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,20,50.0,9000,2,3,1949,1950,1949.0,50,0,430,480,480,0,0,480,1,0,0,0,1,1,4,0,0.0,1,308,0,0,0,0,0,0,0,10,2006,35311
250,3,3,4,0,15,2,2,0,3,1,11,12,6,1,8,4,0.0,2.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,59.0,10593,7,5,1996,1996,1996.0,919,0,801,1720,1720,0,0,1720,1,0,2,0,3,1,7,1,1.0,2,527,240,56,154,0,0,0,0,3,2010,260400
251,3,3,1,0,14,2,2,0,1,1,8,9,6,1,8,4,0.0,2.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,60,46.0,20544,7,6,1986,1991,1986.0,0,0,791,791,1236,857,0,2093,0,0,2,1,3,1,7,1,1.0,2,542,364,63,0,0,0,0,0,11,2008,215000
252,3,3,4,0,12,2,2,0,1,1,12,13,6,1,8,4,0.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,20,70.0,8176,5,6,1958,1992,1958.0,846,0,210,1056,1056,0,0,1056,1,0,1,0,3,1,6,0,0.0,1,308,0,0,0,0,0,0,0,8,2007,139000
253,3,3,1,0,20,7,2,0,1,1,5,5,6,1,8,4,0.0,2.0,0.0,0.0,2.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,60,70.98846960167715,9453,7,7,1993,2003,1993.0,402,0,594,996,1014,730,0,1744,0,0,2,1,3,1,7,0,0.0,2,457,370,70,0,238,0,0,0,2,2010,194500
254,3,2,1,1,22,2,2,0,1,1,5,5,6,1,8,4,0.0,2.0,3.0,0.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,120,70.98846960167715,6563,8,5,1985,1985,1985.0,1148,0,594,1742,1742,0,0,1742,1,0,2,0,2,1,5,1,1.0,2,564,114,28,234,0,0,0,0,12,2006,275000
255,4,3,4,0,17,2,2,0,1,1,0,0,6,5,8,4,0.0,3.0,1.0,0.0,1.0,2.0,4.0,3.0,2.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,75,60.0,9600,6,5,1917,1950,1917.0,319,0,416,735,1134,924,0,2058,0,0,1,1,3,1,8,1,1.0,2,396,0,0,259,0,0,0,0,4,2008,129500
256,4,3,0,0,3,2,2,0,1,1,12,13,6,5,8,4,0.0,3.0,5.0,0.0,1.0,1.0,4.0,3.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,50,51.0,6120,5,6,1936,1950,1936.0,0,0,927,927,1067,472,0,1539,0,0,1,1,3,1,5,0,0.0,2,576,112,0,0,0,0,0,0,4,2009,141500
257,3,3,2,0,14,2,2,0,1,1,5,5,6,1,8,4,0.0,2.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,80,70.98846960167715,10395,6,6,1978,1978,1978.0,605,0,427,1032,1032,0,0,1032,0,1,2,0,3,1,6,1,1.0,2,564,0,0,0,0,0,0,500,7,2007,148000
258,3,3,4,0,8,2,2,0,1,1,11,12,6,1,6,5,0.0,2.0,3.0,0.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,73.0,8899,7,5,2007,2007,2007.0,24,0,1316,1340,1340,0,0,1340,0,0,2,0,3,1,6,0,0.0,2,396,100,30,0,0,0,0,0,8,2007,181134
259,3,3,4,0,16,2,2,0,1,1,11,12,6,1,8,4,0.0,2.0,3.0,0.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,20,90.0,12378,9,5,2003,2004,2003.0,1274,0,622,1896,1944,0,0,1944,1,0,2,0,3,1,8,3,3.0,3,708,208,175,0,0,0,0,0,11,2006,360000
260,3,3,4,0,6,2,2,0,1,1,7,7,6,5,8,4,0.0,3.0,3.0,0.0,1.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,30,80.0,11600,4,5,1922,1950,1922.0,0,0,700,700,1180,0,0,1180,0,0,1,0,2,1,5,1,1.0,1,252,0,0,67,0,0,0,0,7,2006,137500
261,3,3,4,0,8,2,2,0,1,1,11,12,6,3,6,5,0.0,2.0,0.0,0.0,1.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,60,73.0,8499,6,5,2006,2007,2006.0,0,0,616,616,616,796,0,1412,0,0,2,1,3,1,6,1,1.0,2,432,0,36,0,0,0,0,0,3,2007,156932
262,3,3,0,0,8,2,2,0,1,1,11,12,6,3,8,4,0.0,1.0,0.0,1.0,3.0,3.0,5.0,2.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,60,70.98846960167715,9765,6,8,1993,1993,1993.0,310,0,370,680,680,790,0,1470,0,0,2,1,3,1,6,1,1.0,2,420,232,63,0,0,0,0,480,4,2009,185000
263,3,3,4,0,12,2,2,0,3,1,7,7,6,1,8,4,0.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,20,80.0,9600,5,6,1956,1956,1956.0,504,0,546,1050,1050,0,0,1050,0,0,1,0,2,1,5,0,0.0,1,338,0,0,0,0,0,0,0,6,2009,128900
264,3,3,4,0,15,2,2,0,3,1,11,12,6,1,8,4,0.0,3.0,0.0,1.0,2.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,60,92.0,10120,8,5,1994,1994,1994.0,740,0,425,1165,1203,1323,0,2526,1,0,2,1,4,1,8,1,1.0,3,844,309,78,0,0,0,0,0,12,2006,290000
265,3,3,1,0,19,2,2,0,3,1,12,13,6,5,8,4,0.0,2.0,6.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,85,70.98846960167715,7252,5,5,1982,1982,1982.0,685,0,173,858,858,0,0,858,1,0,1,0,2,1,5,0,0.0,2,576,120,0,0,0,0,0,0,4,2009,134900
266,3,3,4,0,14,2,2,0,1,1,7,7,6,1,8,4,0.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,78.0,12090,6,6,1981,1981,1981.0,588,228,606,1422,1422,0,0,1422,0,0,2,0,3,1,7,1,1.0,2,576,276,0,0,0,0,0,0,6,2008,175500
267,3,3,4,0,11,2,2,0,3,1,5,5,2,1,8,4,0.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,20,100.0,21750,5,4,1960,2006,1960.0,0,0,0,0,1771,0,0,1771,0,0,1,0,3,1,9,1,1.0,2,336,0,0,0,0,0,0,0,11,2009,115000
268,3,3,2,0,5,2,2,0,1,1,11,12,6,1,8,4,0.0,3.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,65.0,8773,7,5,2004,2004,2004.0,24,0,1390,1414,1414,0,0,1414,0,0,2,0,3,1,6,0,0.0,2,494,132,105,0,0,0,0,0,5,2010,185500
